Fecha,Region,Estado,Municipio,Marca,Estacion,Permiso CRE,Direccion,Regular,Premium,Diesel
2026-08-19,Occidente,Jalisco,Tepatitlán de Morelos,,AUTOSERVICIO LA GLORIETA DEL HUEVO SA DE CV,PL/23858/EXP/ES/2021,,23.22,28.71,
2026-08-19,Golfo,Tabasco,Huimanguillo,,YAHIMA SA DE CV,PL/7798/EXP/ES/2015,,23.97,28.36,27.65
2026-08-19,Norte,Chihuahua,Juárez,,INTEGRADORA DE TRANSPORTISTAS FRONTERIZOS SA DE CV,PL/22229/EXP/ES/2019,,23.58,29.49,27.39
2026-08-19,Sureste,Quintana Roo,Benito Juárez,,KEMA GAS SA DE CV,PL/20123/EXP/ES/2017,,23.72,28.15,
2026-08-19,Centro,México,Metepec,,GASOLINERA SAN BARTOLO SA DE CV,PL/19051/EXP/ES/2016,,23.51,29.28,27.52
2026-08-19,Noreste,Coahuila,Saltillo,,PETROMAX SA DE CV,PL/764/EXP/ES/2015,,23.59,27.72,26.82
2026-08-19,Noreste,Nuevo León,Aramberri,,ARTURO PEREZ MACIAS,CNE/PL/376/EXP/ES/2025,,23.16,28.30,
2026-08-19,Centro,Querétaro,Tequisquiapan,,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,PL/7583/EXP/ES/2015,,24.42,,26.65
2026-08-19,Noroeste,Sonora,Puerto Peñasco,,OCTAMAR DE SONORA SA DE CV,PL/6092/EXP/ES/2015,,22.81,28.15,26.61
2026-08-19,Occidente,Aguascalientes,Aguascalientes,,SERVICIO GUTMART SA DE CV,PL/24335/EXP/ES/2022,,23.54,28.08,
2026-08-19,Noroeste,Baja California,No especificado,,ESTACIONES MEXSON SA DE CV,PL/8528/EXP/ES/2015,,22.73,27.68,27.14
2026-08-19,Golfo,Veracruz,Veracruz,,CENTRO GASOLINERO ANIMAS SA DE CV,PL/1337/EXP/ES/2015,,22.59,27.69,26.68
2026-08-19,Centro,Puebla,Zaragoza,,COROLEOS ZARAGOZA SA DE CV,PL/9121/EXP/ES/2015,,23.59,28.81,
2026-08-19,Occidente,Jalisco,Tala,,ESTACION DE SERVICIOS TALA SA DE CV,PL/10107/EXP/ES/2015,,24.24,28.85,27.72
2026-08-19,Centro,México,Azcapotzalco,,SERVICIO GASOLINERO AZCAPOTZALCO SA DE CV,PL/5601/EXP/ES/2015,,23.93,29.34,27.41
2026-08-19,Noreste,Coahuila,Múzquiz,,SERVICIO AG SANTA ROSA SA DE CV,PL/673/EXP/ES/2015,,23.21,28.66,
2026-08-19,Centro,Hidalgo,Atotonilco de Tula,,QUMAR GASOLINERAS SA DE CV,PL/10065/EXP/ES/2015,,24.07,28.27,27.07
2026-08-19,Noreste,San Luis Potosí,Villa Juárez,,SERVICIO SANTA GERTRUDIS SA DE CV,PL/12578/EXP/ES/2015,,23.10,,27.28
2026-08-19,Occidente,Colima,Colima,,SERVICIOS PEREYRA SA DE CV,PL/4850/EXP/ES/2015,,24.00,28.41,
2026-08-19,Centro,Querétaro,Querétaro,,SERVICIO QUINTANA SUR SA DE CV,PL/5164/EXP/ES/2015,,22.92,28.61,27.19
2026-08-19,Golfo,Tabasco,Paraíso,,CORPORACION GASOLINERA MILLENIUM SA DE CV,PL/21270/EXP/ES/2018,,24.37,28.92,27.38
2026-08-19,Sur,Oaxaca,Oaxaca de Juárez,,ESTACION DE SERVICIO BAUTISTA SA DE CV,PL/4799/EXP/ES/2015,,23.26,28.96,
2026-08-19,Noreste,Tamaulipas,Victoria,,"TRANSPAIS UNICO, S.A. DE C.V.",PL/11623/EXP/ESA/2015,,22.78,27.66,27.99
2026-08-19,Occidente,Jalisco,Zapotlán del Rey,,JOSE JAIME CASTELLANOS FLORES,PL/8994/EXP/ES/2015,,22.57,28.86,27.83
2026-08-19,Centro,México,Nicolás Romero,,GASOLINERIA CID S DE RL DE CV,PL/823/EXP/ES/2015,,22.68,29.41,
2026-08-19,Centro,México,Jocotitlán,,SERVICIO BOULEVARD BICENTENARIO SA DE CV,PL/5816/EXP/ES/2015,,22.80,28.83,27.81
2026-08-19,Noroeste,Baja California,No especificado,,BECKTROP OPERADORA SA DE CV,PL/716/EXP/ES/2015,,23.97,28.65,27.72
2026-08-19,Noreste,Tamaulipas,Río Bravo,,AURORA GARZA VAZQUEZ,PL/25109/EXP/ES/2023,,23.62,,
2026-08-19,Noroeste,Nayarit,Santiago Ixcuintla,,SERVICIO VILLAYDALGO SA DE CV,PL/3240/EXP/ES/2015,,23.20,28.63,26.80
2026-08-19,Golfo,Veracruz,Cosoleacaque,,GASOLINERA ITAROS SA DE CV,PL/22226/EXP/ES/2019,,23.19,28.87,26.96
2026-08-19,Noreste,Tamaulipas,Reynosa,,GRUPO GASOLINERO S-91 SA DE CV,PL/24406/EXP/ES/2022,,23.40,27.61,
2026-08-19,Sureste,Yucatán,Sotuta,,CORPORATIVO REGIONAL GASOLINERO SA DE CV,PL/25748/EXP/ES/2024,,23.25,28.72,27.02
2026-08-19,Occidente,Aguascalientes,Aguascalientes,,SERVICIO MARTIN SA DE CV,PL/731/EXP/ES/2015,,22.50,29.05,27.89
2026-08-19,Noreste,Nuevo León,Apodaca,,PETROMAX SA DE CV,PL/515/EXP/ES/2015,,23.60,28.87,
2026-08-19,Noroeste,Nayarit,Tepic,,GRUPO ALTAMIRANO MONROY SA DE CV,PL/2871/EXP/ES/2015,,24.13,27.98,26.84
2026-08-19,Centro,Puebla,Palmar de Bravo,,PABLO MORALES UGALDE,PL/10678/EXP/ES/2015,,22.68,29.04,27.55
2026-08-19,Occidente,Jalisco,Puerto Vallarta,,GRUPO ALTAMIRANO MONROY SA DE CV,PL/4006/EXP/ES/2015,,24.33,28.65,
2026-08-19,Noreste,Coahuila,Parras,,SERVICIO MOGAR SA DE CV,PL/5323/EXP/ES/2015,,24.06,,26.86
2026-08-19,Noreste,Tamaulipas,Reynosa,,AUTOSERVICIOS REAL SA DE CV,PL/9646/EXP/ES/2015,,23.04,29.17,27.70
2026-08-19,Centro,México,Ixtlahuaca,,EDZON RUIZ ESQUIVEL,PL/8219/EXP/ES/2015,,22.62,28.97,
2026-08-19,Norte,Chihuahua,Chihuahua,,PETROMAX SA DE CV,PL/1722/EXP/ES/2015,,23.06,29.18,27.61
2026-08-19,Centro,Puebla,Huitziltepec,,ULTRA SERVICIO DOS MIL SA DE CV,PL/5198/EXP/ES/2015,,23.72,29.46,27.02
2026-08-19,Centro,Puebla,Tetela de Ocampo,,ARNULFO BARRIOS ACO,PL/8247/EXP/ES/2015,,23.84,27.80,
2026-08-19,Golfo,Veracruz,Fortín,,GRUPO PECUARIO SAN ANTONIO S.A. DE C.V.,PL/12935/EXP/ESA/2015,,22.70,29.05,26.72
2026-08-19,Occidente,Jalisco,Valle de Guadalupe,,SERVICIO SANTO NIÑO SA DE CV,PL/9747/EXP/ES/2015,,24.33,27.57,27.08
2026-08-19,Occidente,Jalisco,Guadalajara,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/7479/EXP/ES/2015,,23.38,28.83,
2026-08-19,Sur,Chiapas,Tuxtla Chico,,FRANCISCO RUIZ LOPEZ,PL/12690/EXP/ES/2015,,23.08,28.64,27.73
2026-08-19,Centro,Puebla,Puebla,,VFN COMBUSTIBLES S A P I DE CV,PL/4260/EXP/ES/2015,,23.26,,26.94
2026-08-19,Sur,Oaxaca,Heroica Ciudad de Huajuapan de León,,COMBUSTIBLES DE HUAJUAPAN SA DE CV,PL/1788/EXP/ES/2015,,24.44,27.80,
2026-08-19,Sureste,Yucatán,Valladolid,,PETROLEOS DE YUCATAN SA DE CV,PL/26080/EXP/ES/2024,,22.80,29.40,27.73
2026-08-19,Occidente,Jalisco,Guadalajara,,GAS 4 ASOCIADOS SA DE CV,PL/9488/EXP/ES/2015,,23.22,28.05,27.44
2026-08-19,Noreste,Nuevo León,Juárez,,SERVICIO VIGORI SA DE CV,PL/7165/EXP/ES/2015,,24.08,28.22,
2026-08-19,Centro,Morelos,Cuautla,,SONIA YORLLI AVILA LOPEZ,PL/11470/EXP/ES/2015,,22.52,28.61,27.71
2026-08-19,Norte,Chihuahua,Ascensión,,GABRIEL DE JESUS LEYVA ESCOBEDO,PL/25751/EXP/ES/2024,,23.11,28.69,27.96
2026-08-19,Occidente,Guanajuato,Celaya,,GRUPO GASOLINERO BUGATTI SA DE CV,PL/2572/EXP/ES/2015,,23.88,29.26,
2026-08-19,Norte,Chihuahua,Chihuahua,,PRONTOGAS SA DE CV,PL/5085/EXP/ES/2015,,23.53,29.42,27.12
2026-08-19,No especificado,No especificado,No especificado,,FERROCARRIL MEXICANO S.A. DE C.V.,PL/22006/EXP/ESA/2018,,22.77,29.34,27.86
2026-08-19,Centro,Morelos,Xochitepec,,GASOLINERA TAD ALPUYECA SA DE CV,PL/2180/EXP/ES/2015,,23.14,,
2026-08-19,Occidente,Jalisco,Guadalajara,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/7475/EXP/ES/2015,,22.90,28.56,26.88
2026-08-19,Centro,México,Texcoco,,PRESTADORA DE SERVICIOS DESEO SA DE CV,PL/9559/EXP/ES/2015,,22.99,29.18,26.79
2026-08-19,Noroeste,Baja California,Tijuana,,SERVICIO CIBOLA SA DE CV,PL/20164/EXP/ES/2017,,24.25,29.34,
2026-08-19,Sureste,Yucatán,Conkal,,CORPORATIVO REGIONAL GASOLINERO SA DE CV,PL/25237/EXP/ES/2023,,23.22,28.15,26.72
2026-08-19,Centro,México,Acambay,,EZEQUIEL ANTONIO FLORES GONZALEZ,PL/10185/EXP/ES/2015,,24.13,29.01,26.96
2026-08-19,Centro,Hidalgo,Francisco I. Madero,,LAS MEJORES ESTACIONES SA DE CV,PL/904/EXP/ES/2015,,22.84,28.28,
2026-08-19,Sur,Oaxaca,Santiago Xiacuí,,JUAN CASAOS CANO,PL/11437/EXP/ES/2015,,23.58,28.19,27.00
2026-08-19,Sureste,Quintana Roo,Benito Juárez,,INMOBILIARIA ORBAIZ S DE RL DE CV,PL/24786/EXP/ES/2022,,23.18,27.91,27.63
2026-08-19,Noreste,Nuevo León,Juárez,,PETROMAX SA DE CV,PL/437/EXP/ES/2015,,22.65,28.92,
2026-08-19,Golfo,Veracruz,Minatitlán,,SERVICIO REGIO SIETE SA DE CV,PL/2768/EXP/ES/2015,,23.84,,27.60
2026-08-19,Noreste,Tamaulipas,Reynosa,,PROVEEDORA DE LIQUIDOS DE TAMAULIPAS SA DE CV,PL/24395/EXP/ES/2022,,23.63,28.41,27.48
2026-08-19,Noreste,Nuevo León,San Nicolás de los Garza,,SUPER SERVICIO LA REPUBLICA SA DE CV,PL/2684/EXP/ES/2015,,22.53,29.16,
2026-08-19,Centro,Puebla,Puebla,,ESTACION DE SERVICIO ARTEMISA SA DE CV,PL/20280/EXP/ES/2017,,22.75,28.10,27.48
2026-08-19,Occidente,Michoacán,Villamar,,SERVICIO CRUCERO JARIPO SA DE CV,PL/5597/EXP/ES/2015,,23.66,28.10,27.08
2026-08-19,Occidente,Guanajuato,León,,SERVICIO JARAMILLO SA DE CV,PL/10614/EXP/ES/2015,,23.30,29.46,
2026-08-19,Centro,México,No especificado,,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,PL/2509/EXP/ES/2015,,23.36,29.44,27.96
2026-08-19,Noreste,Nuevo León,Gral. Escobedo,,PETRO SAV LINCOLN SA DE CV,CNE/PL/174/EXP/ES/2025,,22.91,29.17,27.58
2026-08-19,Noreste,Tamaulipas,Nuevo Laredo,,CARBURANTES DEL NORESTE SA DE CV,PL/4835/EXP/ES/2015,,22.95,29.24,
2026-08-19,Occidente,Guanajuato,Purísima del Rincón,,KOPLA S DE RL DE CV,PL/6801/EXP/ES/2015,,23.20,27.69,27.81
2026-08-19,Noreste,Coahuila,Viesca,,MAS QUE LITRO SA DE CV,PL/9069/EXP/ES/2015,,23.57,,26.60
2026-08-19,Noreste,Nuevo León,Guadalupe,,PETROMAX SA DE CV,PL/474/EXP/ES/2015,,23.99,29.01,
2026-08-19,Occidente,Aguascalientes,Jesús María,,FOSELL ZARAGOZA SA DE CV,PL/23760/EXP/ES/2021,,23.98,28.84,27.95
2026-08-19,Sur,Guerrero,San Lucas,,ESTACION DE COMBUSTIBLES Y LUBRICANTES MONARCA SA DE CV,PL/23782/EXP/ES/2021,,23.83,29.05,27.11
2026-08-19,Centro,Puebla,Atempan,,COMERCIALIZADORA DE ATEMPAN SA DE CV,PL/3686/EXP/ES/2015,,23.95,28.21,
2026-08-19,Noroeste,Sinaloa,Guasave,,ESTACIONES DEL VALLE SA DE CV,PL/7230/EXP/ES/2015,,24.24,27.60,27.90
2026-08-19,Noreste,Coahuila,No especificado,,ENERGIA Y SERVICIOS COORDINADOS SA DE CV,PL/2471/EXP/ES/2015,,23.08,29.02,27.71
2026-08-19,Centro,Puebla,San Andrés Cholula,,"GASOLINERA ARPA, LATERAL DE LA ATLIXCAYOTL SA DE CV",PL/24153/EXP/ES/2022,,23.82,28.68,
2026-08-19,Centro,Ciudad de México,Miguel Hidalgo,,SERVICIO MOLIERE SA DE CV,PL/4614/EXP/ES/2015,,23.87,28.94,27.11
2026-08-19,Golfo,Tabasco,Macuspana,,E.S.G.E.S SA DE CV,PL/8402/EXP/ES/2015,,24.50,29.27,27.09
2026-08-19,Noroeste,Baja California Sur,Loreto,,NOGALES ENERGETICOS SA DE CV,PL/11963/EXP/ES/2015,,23.82,,
2026-08-19,Occidente,Aguascalientes,San Francisco de los Romo,,SERVICIO SAN FRANCISCO DE LOS ROMO DE AGUASCALIENTES SA DE CV,PL/738/EXP/ES/2015,,24.09,28.53,26.81
2026-08-19,Occidente,Aguascalientes,Aguascalientes,,TCC GRUPO GASOLINERO SA DE CV,CNE/PL/177/EXP/ES/2025,,23.09,28.13,26.58
2026-08-19,Noroeste,Sinaloa,Culiacán,,PETROAGUILA SA DE CV,PL/2394/EXP/ES/2015,,23.80,28.48,
2026-08-19,Sureste,Yucatán,Mérida,,PETROMERIDA SA DE CV,PL/24489/EXP/ES/2022,,23.55,27.94,27.38
2026-08-19,Sureste,Yucatán,Mérida,,COMBUSTIBLES DE YUCATAN SA DE CV,PL/4014/EXP/ES/2015,,22.95,28.35,27.87
2026-08-19,Noroeste,Sonora,Nogales,,OPERADORA RIO COLORADO S DE RL DE CV,PL/25461/EXP/ES/2024,,22.81,28.94,
2026-08-19,Centro,México,Polotitlán,,SERVIEXPRESS POLOTITLAN SA DE CV,PL/25564/EXP/ES/2024,,23.23,29.17,27.21
2026-08-19,Norte,Chihuahua,Ojinaga,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/13292/EXP/ES/2016,,24.47,28.93,27.53
2026-08-19,Noreste,Coahuila,Acuña,,SERVICIO GONZALEZ DE ACU&A SA DE CV,PL/803/EXP/ES/2015,,22.76,28.80,
2026-08-19,Occidente,Guanajuato,Villagrán,,OLEUM SERVICE SA DE CV,PL/2892/EXP/ES/2015,,24.33,,27.55
2026-08-19,Golfo,Veracruz,Veracruz,,SERVICIO RAULIAM SA DE CV,PL/7109/EXP/ES/2015,,23.75,28.39,27.71
2026-08-19,Norte,Durango,Mapimí,,ALFREDO LUGO GONZALEZ,PL/7460/EXP/ES/2015,,24.26,28.53,
2026-08-19,Golfo,Veracruz,Tuxpan,,MERCANTIL DISTRIBUIDORA SA DE CV,PL/25515/EXP/ES/2024,,23.57,27.94,27.04
2026-08-19,Sur,Guerrero,Chilpancingo de los Bravo,,ALCARAZ SOBERANIS SA DE CV,PL/24983/EXP/ES/2023,,22.66,29.02,27.05
2026-08-19,Golfo,Veracruz,Coatepec,,GASO PEREZ SA DE CV,PL/6777/EXP/ES/2015,,23.80,29.38,
2026-08-19,Golfo,Veracruz,Coscomatepec,,SESGAS SA DE CV,PL/10043/EXP/ES/2015,,23.89,29.47,27.87
2026-08-19,Noreste,Coahuila,Matamoros,,ENERGIA Y SERVICIOS COORDINADOS SA DE CV,PL/2428/EXP/ES/2015,,22.94,28.68,26.92
2026-08-19,Noreste,Tamaulipas,Victoria,,PETRO FUELS SAN FRANCISCO SA DE CV,PL/12574/EXP/ES/2015,,23.32,29.26,
2026-08-19,Sureste,Campeche,Calkiní,,OPERADORA DE ESTACIONES OCEANO DEL SUR SA DE CV,CNE/PL/724/EXP/ES/2026,,23.60,28.58,26.92
2026-08-19,Occidente,Jalisco,Tamazula de Gordiano,,ESTACION DE SERVICIO SOYATLAN SA DE CV,PL/22589/EXP/ES/2019,,24.14,,27.67
2026-08-19,Noreste,Coahuila,Acuña,,SERVICIO EXCELSIOR SA DE CV,PL/807/EXP/ES/2015,,23.12,27.81,
2026-08-19,Noroeste,Sonora,No especificado,,JESUS HUMBERTO FLORES GUERRA,PL/6484/EXP/ES/2015,,23.54,28.66,27.97
2026-08-19,Occidente,Guanajuato,Salamanca,,GRUPO SECA GASOLINERAS SA DE CV,PL/11273/EXP/ES/2015,,23.70,28.15,27.15
2026-08-19,Golfo,Tabasco,Centro,,SERVICIO GASOLINERO MACULTEPEC SA DE CV,PL/24369/EXP/ES/2022,,22.75,28.48,
2026-08-19,Noreste,Coahuila,Saltillo,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9168/EXP/ES/2015,,22.75,28.42,27.61
2026-08-19,Noroeste,Baja California,Tijuana,,OLGA ANASTACIA MIRANDA CORDERO,PL/13072/EXP/ES/2016,,23.47,29.07,26.87
2026-08-19,Norte,Chihuahua,Guerrero,,MULTISERVICIO SEGMA SA DE CV,PL/3487/EXP/ES/2015,,23.16,28.75,
2026-08-19,Sur,Guerrero,Ayutla de los Libres,,ENERCOSTA SA DE CV,PL/24107/EXP/ES/2022,,23.48,28.94,26.74
2026-08-19,Centro,Ciudad de México,Álvaro Obregón,,CONSORCIO GASOLINERO PLUS SA DE CV,PL/6350/EXP/ES/2015,,23.52,27.64,27.55
2026-08-19,Norte,Chihuahua,Juárez,,ALMACENES DISTRIBUIDORES DE LA FRONTERA SA DE CV,PL/24342/EXP/ES/2022,,24.34,,
2026-08-19,Occidente,Michoacán,Hidalgo,,MARCELINA GARFIAS LOPEZ,PL/9755/EXP/ES/2015,,23.27,28.61,27.52
2026-08-19,Occidente,Colima,No especificado,,SUPER SERVICIOS MORENO SA DE CV,PL/5305/EXP/ES/2015,,24.03,27.53,27.47
2026-08-19,Sureste,Yucatán,Mérida,,SERVICOMBUSTIBLES LOS REYES SA DE CV,PL/7438/EXP/ES/2015,,22.78,29.16,
2026-08-19,Noreste,Coahuila,Cuatro Ciénegas,,ELIA MARGARITA CANTU GONZALEZ,PL/5899/EXP/ES/2015,,23.28,28.62,26.66
2026-08-19,Occidente,Guanajuato,León,,GRUPO SECA GASOLINERAS SA DE CV,PL/24581/EXP/ES/2022,,24.07,27.81,27.62
2026-08-19,Noroeste,Sonora,Hermosillo,,GASOLINERA RENDIMAS DEL CENTRO SA DE CV,PL/6360/EXP/ES/2015,,23.57,28.47,
2026-08-19,Occidente,Michoacán,Madero,,ESTACION DE SERVICIO LA CAPICHOLA SA DE CV,PL/4606/EXP/ES/2015,,23.67,29.01,27.69
2026-08-19,Norte,Durango,Lerdo,,ARY SUPER EXPRESS V SA DE CV,PL/921/EXP/ES/2015,,23.21,29.00,27.10
2026-08-19,Occidente,Jalisco,Guadalajara,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/1496/EXP/ES/2015,,22.54,28.25,
2026-08-19,Sur,Chiapas,Tuxtla Gutiérrez,,ARNULFO CORDERO MORA SA DE CV,PL/2709/EXP/ES/2015,,23.88,,26.65
2026-08-19,Occidente,Guanajuato,Celaya,,SERVICIOS DIVERSOS DEL CENTRO SA DE CV,PL/10015/EXP/ES/2015,,23.17,28.31,26.84
2026-08-19,Occidente,Jalisco,Zapopan,,GASOLINERA PLAZA DEL SOL SA DE CV,PL/10725/EXP/ES/2015,,23.56,27.71,
2026-08-19,Occidente,Zacatecas,Sombrerete,,ESTACION DE SERVICIO MEDINA GUERRA SA DE CV,PL/4325/EXP/ES/2015,,23.71,28.08,27.10
2026-08-19,Noreste,Coahuila,Saltillo,,SERVICIO PRESIDENTE SA DE CV,PL/6860/EXP/ES/2015,,22.52,28.26,26.71
2026-08-19,Norte,Chihuahua,Cuauhtémoc,,SERVICIO SYS SA DE CV,PL/2179/EXP/ES/2015,,24.14,27.79,
2026-08-19,Occidente,Guanajuato,Irapuato,,WITRE GAS SA DE CV,PL/24751/EXP/ES/2022,,23.75,29.44,26.98
2026-08-19,Sur,Chiapas,Tapachula,,SERVICIO HOTWHEELS SA DE CV,CNE/PL/298/EXP/ES/2025,,24.03,28.20,27.55
2026-08-19,Golfo,Tabasco,Cárdenas,,ENERGIA DG S DE RL DE CV,PL/4687/EXP/ES/2015,,23.28,28.96,
2026-08-19,Occidente,Guanajuato,Santa Cruz de Juventino Rosas,,MEGA GASOLINERAS SA DE CV,PL/23247/EXP/ES/2020,,23.42,27.80,26.74
2026-08-19,Occidente,Michoacán,La Piedad,,TECNI SERVICIO AUTOMOTRIZ DEL CENTRO SA DE CV,PL/8668/EXP/ES/2015,,22.98,,27.78
2026-08-19,Noroeste,Baja California,Tijuana,,ENERGETICOS DEL NOROESTE RGL S A P I DE CV,CNE/PL/708/EXP/ES/2026,,23.46,28.76,
2026-08-19,Occidente,Aguascalientes,Aguascalientes,,RED SIGLO XXI SA DE CV,PL/1361/EXP/ES/2015,,23.07,29.26,27.10
2026-08-19,Noroeste,Baja California,Tijuana,,ALEROB ESTACIONES SA DE CV,PL/12035/EXP/ES/2015,,23.51,29.46,26.86
2026-08-19,Occidente,Jalisco,Mezquitic,,LEOPOLDO DE LA TORRE ROMERO,PL/6033/EXP/ES/2015,,24.07,27.72,
2026-08-19,Noroeste,Sonora,Nogales,,ESTACION EL NARANJO SA DE CV,PL/7742/EXP/ES/2015,,22.77,29.17,27.01
2026-08-19,Noreste,San Luis Potosí,San Luis Potosí,,OPERADORA DE FRANQUICIAS DINEEK SA DE CV,PL/5700/EXP/ES/2015,,23.88,29.19,26.74
2026-08-19,Occidente,Jalisco,Autlán de Navarro,,COMBU-EXPRESS SA DE CV,PL/9699/EXP/ES/2015,,22.97,27.67,
2026-08-19,Sureste,Quintana Roo,Benito Juárez,,SERVICIO LAN KIN S DE RL DE CV,PL/1860/EXP/ES/2015,,23.90,29.00,27.56
2026-08-19,Noroeste,Sinaloa,Mazatlán,,PETROMAR DEL PACIFICO SA DE CV,PL/1678/EXP/ES/2015,,22.93,28.16,26.87
2026-08-19,Sureste,Yucatán,Mérida,,COMBUSTIBLES DE YUCATAN SA DE CV,PL/4009/EXP/ES/2015,,23.97,,
2026-08-19,Occidente,Jalisco,Zapopan,,SERVICIO INDUSTRIAL DE ZAPOPAN SA DE CV,PL/2832/EXP/ES/2015,,23.60,27.85,27.66
2026-08-19,Noreste,San Luis Potosí,Tierra Nueva,,SERVICIO TIERRA NUEVA SA DE CV,PL/6919/EXP/ES/2015,,23.90,28.20,27.81
2026-08-19,Occidente,Jalisco,Ocotlán,,ORGANIZACION LA LUNA SA DE CV,PL/9387/EXP/ES/2015,,23.72,28.25,
2026-08-19,Golfo,Veracruz,Tantoyuca,,SUPER SERVICIOS ENERGETICOS NH SA DE CV,PL/25308/EXP/ES/2023,,22.89,28.94,27.84
2026-08-19,Centro,Querétaro,Querétaro,,CONSORCIO INTEGRAL GASOLINERO SA DE CV,PL/3382/EXP/ES/2015,,23.69,28.32,26.80
2026-08-19,Centro,Morelos,Jiutepec,,ESTACION DE SERVICIO LOPEZ PORTILLO SA DE CV,PL/2741/EXP/ES/2015,,23.01,28.18,
2026-08-19,Golfo,Tabasco,Centro,,SERVICIO FACIL DEL SURESTE SA DE CV,PL/6295/EXP/ES/2015,,24.31,27.97,26.55
2026-08-19,Noreste,Nuevo León,Monterrey,,GRUPO GARP SA DE CV,PL/7067/EXP/ES/2015,,24.19,29.28,27.57
2026-08-19,Occidente,Jalisco,Tala,,GASO TALA SA DE CV,PL/19122/EXP/ES/2016,,24.25,27.87,
2026-08-19,Centro,Ciudad de México,Cuauhtémoc,,SERVICIO GUERRERO Y MARTE SA DE CV,PL/9326/EXP/ES/2015,,22.60,,27.08
2026-08-19,Sureste,Campeche,Campeche,,GASOMAR SA DE CV,PL/21605/EXP/ES/2018,,24.12,29.31,27.92
2026-08-19,Sur,Oaxaca,Santa María Huatulco,,DESARROLLO HUATULCO SC,PL/4823/EXP/ES/2015,,22.85,28.84,
2026-08-19,Sureste,Yucatán,Mérida,,COMBUSTIBLES DE YUCATAN SA DE CV,PL/4019/EXP/ES/2015,,23.28,29.26,26.93
2026-08-19,Noreste,Nuevo León,Monterrey,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/18934/EXP/ES/2016,,23.91,27.56,27.44
2026-08-19,Norte,Chihuahua,Cuauhtémoc,,CONVEGAS SA DE CV,PL/23651/EXP/ES/2020,,23.96,29.15,
2026-08-19,Golfo,Veracruz,Totutla,,SUPER SERVICIO EL ENTRONQUE SA DE CV,PL/7488/EXP/ES/2015,,22.92,29.21,27.66
2026-08-19,Centro,México,Ecatepec de Morelos,,INMOBILIARIA SUGARSU SA DE CV,PL/1580/EXP/ES/2015,,22.79,28.77,27.16
2026-08-19,Norte,Chihuahua,Juárez,,ALMACENES DISTRIBUIDORES DE LA FRONTERA SA DE CV,PL/24339/EXP/ES/2022,,23.44,29.00,
2026-08-19,Centro,Puebla,Oriental,,GASOLEOS SAN JUAN DE LOS LLANOS SA DE CV,PL/7448/EXP/ES/2015,,24.42,28.83,26.72
2026-08-19,Golfo,Veracruz,Tezonapa,,COMBUSTIBLES DE TEZONAPA SA DE CV,PL/5094/EXP/ES/2015,,23.97,,27.50
2026-08-19,Sur,Oaxaca,San Juan Bautista Tuxtepec,,SERVICIO LAS VIAS DEL TREN SA DE CV,PL/10968/EXP/ES/2015,,23.88,28.17,
2026-08-19,Norte,Chihuahua,Juárez,,TRANSPORTADORA TAURUS S.A. DE C.V.,PL/12924/EXP/ESA/2015,,23.92,28.91,26.86
2026-08-19,Centro,Puebla,Cuetzalan del Progreso,,RED STAR  FUEL SA DE CV,PL/26030/EXP/ES/2024,,23.59,28.84,27.75
2026-08-19,Centro,Puebla,Huauchinango,,CORPORACION GASOLINERA MILLENIUM SA DE CV,PL/8924/EXP/ES/2015,,22.77,29.36,
2026-08-19,Noreste,Nuevo León,San Nicolás de los Garza,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/8091/EXP/ES/2015,,24.32,27.90,28.00
2026-08-19,Centro,Puebla,Acatzingo,,HIDROCARBUROS MODELO SA DE CV,PL/10994/EXP/ES/2015,,24.24,28.84,27.90
2026-08-19,Noreste,Nuevo León,Guadalupe,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/8691/EXP/ES/2015,,23.56,28.74,
2026-08-19,Centro,México,Toluca,,MIGUEL ANGEL GONZALEZ MANJARREZ,PL/22154/EXP/ES/2019,,22.90,27.91,26.96
2026-08-19,Occidente,Aguascalientes,Aguascalientes,,UNIDAD DE GASOLINERAS SA DE CV,PL/1304/EXP/ES/2015,,24.41,27.98,28.00
2026-08-19,Norte,Chihuahua,Juárez,,SUPER S RAPIDITOS BIP BIP SA DE CV,PL/5118/EXP/ES/2015,,24.30,,
2026-08-19,Noreste,San Luis Potosí,San Luis Potosí,,DORADO MOTORS SA DE CV,PL/3251/EXP/ES/2015,,22.72,29.23,27.81
2026-08-19,Centro,México,Cuautitlán Izcalli,,SUPER SERVICIO AILES SA DE CV,PL/19215/EXP/ES/2016,,24.44,28.04,27.97
2026-08-19,Sureste,Yucatán,Mérida,,"CERVEZAS CUAUHTEMOC MOCTEZUMA, S.A. DE C.V.",PL/11675/EXP/ESA/2015,,23.83,29.28,
